sentence_id,product_name,price,rating,review,cleaned_review,aspect,review_type,category
26,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"watch එක නම් ගොඩක් හොදයි හොඳ bulid quality එකක් තියෙනවා. කිසිම damage එකක් තිබ්බේ නෑ කියපු දවස් වලට වඩා ගොඩක් කලින් delever කරා . watch එක ලැබෙද්දී නම් bettery 0% ඒ උනාට charge කරලා බැලුවා watch එක වැඩ . good product,ගෙවන ගානට වඩා නම් ගොඩක් වටිනවා . බය නැතුව ගන්න.highley reccomend","watch එක නම් ගොඩක් හොදයි හොඳ bulid quality එකක් තියෙනවා. කිසිම damage එකක් තිබ්බේ නෑ කියපු දවස් වලට වඩා ගොඩක් කලින් delever කරා . watch එක ලැබෙද්දී නම් bettery 0% ඒ උනාට charge කරලා බැලුවා watch එක වැඩ . good product,ගෙවන ගානට වඩා නම් ගොඩක් වටිනවා . බය නැතුව ගන්න.highley reccomend","{
('watch එක', 'Overall Satisfaction', 'ගොඩක් හොදයි', positive),
(NULL, 'Build Quality', 'හොඳ build quality එකක් තියෙනවා', positive),
(NULL, 'Packaging', 'කිසිම damage එකක් තිබ්බේ නෑ', positive),
(NULL, 'Delivery Experience', 'කියපු දවස් වලට වඩා ගොඩක් කලින් deliver කරා', positive),
(NULL, 'Battery Life', 'battery 0% තිබ්බා', negative),
(NULL, 'Reliability', 'charge කරලා බැලුවා watch එක වැඩ', positive),
(NULL, 'Product Quality', 'good product', positive),
('ගානට', 'Price / Value for Money', 'ගොඩක් වටිනවා', positive),
(NULL, 'Overall Satisfaction', 'බය නැතුව ගන්න. highly recommend', positive)
}",Pure_Sinhala,electronic
27,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,quality eka nm tikak adui  button ema luse vage  vena kisima aulak na  battery life ekath godak hondai,කුඅලිත්ය එක නම් ටිකක් අදුඉ  බුට්ටෝන් එම ලුසේ වගේ  වෙන කිසිම ඖලක් න  බට්ටේර්ය් ලිෆේ එකත් ගොඩක් හොඳි,"{
(NULL, 'Product Quality', 'quality එක නම් ටිකක් අඩුයි', negative),
('button', 'Build Quality', 'button එම loose වගේ', negative),
(NULL, 'Reliability', 'වෙන කිසිම අවුලක් න', positive),
(NULL, 'Battery Life', 'battery life එකත් ගොඩක් හොඳි', positive)
}",Sinhala_in_English,electronic
28,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"product එකේ ගාන හැටියට නම් වටිනව.screen එක නම් ටිකක් සීරිල තිබ්බ.ඒකට guard එකක් වත් දාල තිබ්බෙ නෑ.හරියට ටච් වෙන්නෙත්නෑ හැබැයි.මගෙ එකේ නම්,ඔය වීඩියෝඑකේ තියෙන ගේම එක නෙමේ තිබ්බෙ,නයි ගේම් එකක්.","product එකේ ගාන හැටියට නම් වටිනව.screen එක නම් ටිකක් සීරිල තිබ්බ.ඒකට guard එකක් වත් දාල තිබ්බෙ නෑ.හරියට ටච් වෙන්නෙත්නෑ හැබැයි.මගෙ එකේ නම්,ඔය වීඩියෝඑකේ තියෙන ගේම එක නෙමේ තිබ්බෙ,නයි ගේම් එකක්.","{
('ගාන', 'Price / Value for Money', 'ගාන හැටියට නම් වටිනව', positive),
('screen එක', 'Display Quality', 'ටිකක් සීරිල තිබ්බ', negative),
(NULL, 'Packaging', 'guard එකක් වත් දාල තිබ්බෙ නෑ', negative),
(NULL, 'Display Quality', 'හරියට ටච් වෙන්නෙත් නෑ', negative),
(NULL, 'Product Quality', 'වීඩියෝඑකේ තියෙන ගේම එක නෙමේ තිබ්බෙ', negative)
}",Pure_Sinhala,electronic
29,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,අවුලක් නෑ වෝච් එක සුපිරියට වැඩ කරනවා හොඳට පැකින් කරල තිබ්බා. ගොඩක් කල් පාවිච්චි කරන්න පුළුවන් විදියට තියෙනවා මේ ගානට මේක හොඳටම ලාබයි මම මේ වෑන් දෙකක්ම ගෙන්නුව එහෙම ඔක්කොම හොඳයි,අවුලක් නෑ වෝච් එක සුපිරියට වැඩ කරනවා හොඳට පැකින් කරල තිබ්බා. ගොඩක් කල් පාවිච්චි කරන්න පුළුවන් විදියට තියෙනවා මේ ගානට මේක හොඳටම ලාබයි මම මේ වෑන් දෙකක්ම ගෙන්නුව එහෙම ඔක්කොම හොඳයි,"{
('වෝච් එක', 'Reliability', 'සුපිරියට වැඩ කරනවා', positive),
(NULL, 'Packaging', 'හොඳට packing කරල තිබ්බා', positive),
(NULL, 'Durability', 'ගොඩක් කල් පාවිච්චි කරන්න පුළුවන්', positive),
('ගානට', 'Price / Value for Money', 'මේක හොඳටම ලාබයි', positive),
(NULL, 'Overall Satisfaction', 'ඔක්කොම හොඳයි', positive)
}",Pure_Sinhala,electronic
30,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"superb,24 hours delivery,good packing,fast charge  good good but about,say this watch is t900 ultra2     good",සුපෙර්බ්,"{ (NULL, 'Overall Satisfaction', 'සුපෙර්බ්', positive) }",Sinhala_in_English,electronic
31,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,ඇත්තටම watch එකනම් හොදයි. battery ඒක දවස් 3 ක්‌ විතර පාවිච්චි කරන්න පුළුවන්. මන් ඔඩර් කරලා දවස් 3 න් ගෙදරටම අවා. රුපියල් 1700 කට හොදටම වටිනවා...🖤,ඇත්තටම watch එකනම් හොදයි. battery ඒක දවස් 3 ක්‌ විතර පාවිච්චි කරන්න පුළුවන්. මන් ඔඩර් කරලා දවස් 3 න් ගෙදරටම අවා. රුපියල් 1700 කට හොදටම වටිනවා...🖤,"{
('watch එක', 'Overall Satisfaction', 'හොදයි', positive),
('battery එක', 'Battery Life', 'දවස් 3 ක් විතර පාවිච්චි කරන්න පුළුවන්', positive),
(NULL, 'Delivery Experience', 'order කරලා දවස් 3 න් ගෙදරටම ආවා', positive),
('රුපියල් 1700', 'Price / Value for Money', 'හොදටම වටිනවා', positive)
}",Pure_Sinhala,electronic
32,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,"සති 2ක් වගේ මේක පාවිච්චි කරා කිසිම අවුලක් නෑ දැනට. ගන්න ගානට මාරම විදිහට වටිනව.පැකින් , ඩිලිවර් කිරීමත් සුපිරි දවස් 2න් වගේ ආව. Thank you Daraz..👍™️","සති 2ක් වගේ මේක පාවිච්චි කරා කිසිම අවුලක් නෑ දැනට. ගන්න ගානට මාරම විදිහට වටිනව.පැකින් , ඩිලිවර් කිරීමත් සුපිරි දවස් 2න් වගේ ආව. Thank you Daraz..👍™️","{
(NULL, 'Reliability', 'සති 2ක් වගේ පාවිච්චි කරා කිසිම අවුලක් නෑ', positive),
('ගානට', 'Price / Value for Money', 'මාරම විදිහට වටිනව', positive),
(NULL, 'Packaging', 'පැකින් සුපිරි', positive),
(NULL, 'Delivery Experience', 'ඩිලිවර් කිරීමත් සුපිරි දවස් 2න් වගේ ආව', positive)
}",Pure_Sinhala,electronic
33,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,කිව්ව දිනේට කලින්  ආව පැකිනුත් හොදයි හැබැයි ඕර්ඩර් කරපු කලර් එක නෙවේ ආවෙ grey order කරේ orange ආවෙ,කිව්ව දිනේට කලින්  ආව පැකිනුත් හොදයි හැබැයි ඕර්ඩර් කරපු කලර් එක නෙවේ ආවෙ grey order කරේ orange ආවෙ,"{
(NULL, 'Delivery Experience', 'කිව්ව දිනේට කලින් ආව', positive),
(NULL, 'Packaging', 'පැකිනුත් හොදයි', positive),
('කලර් එක', 'Product Quality', 'order කරපු color එක නෙවේ grey order කරේ orange ආවෙ', negative)
}",Pure_Sinhala,electronic
34,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",4,ගෙවන මුදලට වටිනාකමක් තියෙනවා .Display quality තරමක් දුරට හොඳයි.බරනම් සැහැල්ලුයි ගොඩක්.ඔරලෝසවේ  මුහුන silver පාටයි .Sound quality හිතුවට වඩා හොඳයි.,ගෙවන මුදලට වටිනාකමක් තියෙනවා .Display quality තරමක් දුරට හොඳයි.බරනම් සැහැල්ලුයි ගොඩක්.ඔරලෝසවේ  මුහුන silver පාටයි .Sound quality හිතුවට වඩා හොඳයි.,"{
(NULL, 'Price / Value for Money', 'ගෙවන මුදලට වටිනාකමක් තියෙනවා', positive),
('Display quality', 'Display Quality', 'තරමක් දුරට හොඳයි', positive),
(NULL, 'Portability (Size & Weight)', 'බරනම් සැහැල්ලුයි ගොඩක්', positive),
(NULL, 'Product Quality', 'ඔරලෝසවේ මුහුන silver පාටයි', neutral),
('Sound quality', 'Audio Quality', 'හිතුවට වඩා හොඳයි', positive)
}",Pure_Sinhala,electronic
35,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",4,black colour එකක් order කරෙ . ආවෙ වෙන පාට එකක් ..ඩිලිවර් සර්විස් එක නම් ඉක්මන්.වොච් එක හොදයි,black colour එකක් order කරෙ . ආවෙ වෙන පාට එකක් ..ඩිලිවර් සර්විස් එක නම් ඉක්මන්.වොච් එක හොදයි,"{
(NULL, 'Overall Satisfaction', 'order කරේ black colour එක, ආවෙ වෙන පාට එකක්', negative),
(NULL, 'Delivery Experience', 'ඩිලිවර් service එක නම් ඉක්මන්', positive),
('වොච් එක', 'Overall Satisfaction', 'හොදයි', positive)
}",Pure_Sinhala,electronic
36,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,ඉක්මනටම deliver කලා කිසිම issue එකක් නෑ හොද seller කෙනෙක්  highly recommended,ඉක්මනටම deliver කලා කිසිම issue එකක් නෑ හොද seller කෙනෙක්  highly recommended,"{
(NULL, 'Delivery Experience', 'ඉක්මනටම deliver කලා', positive),
(NULL, 'Reliability', 'කිසිම issue එකක් නෑ', positive),
('seller', 'Overall Satisfaction', 'හොද seller කෙනෙක්.highly recommended', positive)
}",Pure_Sinhala,electronic
37,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,හොඳ product ekak and packing කරපු එකත් හොඳට කරලා තිබුනා බය නැතුව ගන්න,හොඳ product ekak and packing කරපු එකත් හොඳට කරලා තිබුනා බය නැතුව ගන්න,"{
(NULL, 'Product Quality', 'හොඳ product ekak', positive),
(NULL, 'Packaging', 'packing කරපු එකත් හොඳට කරලා තිබුනා', positive),
(NULL, 'Overall Satisfaction', 'බය නැතුව ගන්න', positive)
}",Pure_Sinhala,electronic
38,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,ගෙවන ගානට ගොඩක් වටින watch එකක් ඕන කෙනෙක්ට බය නැතුව ගන්න කියලා recommend කරන්න පුලුවන් 👌,ගෙවන ගානට ගොඩක් වටින watch එකක් ඕන කෙනෙක්ට බය නැතුව ගන්න කියලා recommend කරන්න පුලුවන් 👌,"{
('ගානට', 'Price / Value for Money', 'ගොඩක් වටින', positive),
('watch එකක්', 'Overall Satisfaction', 'ඕන කෙනෙක්ට බය නැතුව ගන්න recommend කරන්න පුලුවන් 👌', positive)
}",Pure_Sinhala,electronic
39,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,whoch ekanam hodai mama damme sudupata ekak ave kalu hariyata pata evvanam thavath hodai,ව්හොච් එකනම් හොදි මම දැම්මේ සුදුපාට එකක් ආවේ කළු හරියට පට එව්වනම් තවත් හොදි,"{
('ව්හොච් එක', 'Overall Satisfaction', 'හොදි', positive),
('සුදුපාට එක', 'Product Quality', 'දැම්මේ සුදුපාට එකක් ආවේ කළු', negative),
(NULL, 'Overall Satisfaction', 'හරියට පාට එව්වනම් තවත් හොදි', negative)
}",Sinhala_in_English,electronic
40,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",4,සුපිරි..❤️‍🩹 පෙට්ටිය පොඩ්ඩක් ඩැමේජ් වෙලා තිබ්බ..ඒත් ඇතුල කිසිම ඩැමේජ් එකක් නෑ..❤️‍🩹,සුපිරි..❤️‍🩹 පෙට්ටිය පොඩ්ඩක් ඩැමේජ් වෙලා තිබ්බ..ඒත් ඇතුල කිසිම ඩැමේජ් එකක් නෑ..❤️‍🩹,"{
(NULL, 'Overall Satisfaction', 'සුපිරි ❤️‍🩹', positive),
('පෙට්ටිය', 'Packaging', 'පොඩ්ඩක් damage වෙලා තිබ්බ', negative),
(NULL, 'Packaging', 'ඇතුල කිසිම damage එකක් නෑ ❤️‍🩹', positive)
}",Pure_Sinhala,electronic
41,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",4,අව්ලක් නෑ ගත්ත ගානට වටිනවා හැබැයි මේකෙ box එකේ තියෙන්නෙ T900 කියලා but මේ watch එකේ ඇත්ත brand name එක ultra 9 කියලා ගෙනැල්ලා දවසක් විතර ගියේ දවස් දෙකෙන් ආවා.තාම නං අවුලක් නෑ recommend කරන්න පුලුවන් seller කෙනෙක්.....#win,අව්ලක් නෑ ගත්ත ගානට වටිනවා හැබැයි මේකෙ box එකේ තියෙන්නෙ T900 කියලා but මේ watch එකේ ඇත්ත brand name එක ultra 9 කියලා ගෙනැල්ලා දවසක් විතර ගියේ දවස් දෙකෙන් ආවා.තාම නං අවුලක් නෑ recommend කරන්න පුලුවන් seller කෙනෙක්.....#win,"{
(NULL, 'Price / Value for Money', 'ගත්ත ගානට වටිනවා', positive),
('box එක', 'Product Quality', 'box එකේ තියෙන්නෙ T900 කියලා but watch එකේ brand name ultra 9', neutral),
(NULL, 'Delivery Experience', 'දවස් දෙකෙන් ආවා', positive),
(NULL, 'Reliability', 'තාම නං අවුලක් නෑ', positive),
('seller', 'Overall Satisfaction', 'recommend කරන්න පුලුවන් seller කෙනෙක්', positive)
}",Pure_Sinhala,electronic
42,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,ඇත්තටම ගෙවන ගානට වටිනවා මේ watch එක. කිසිම අවුලක් නෑ. හොදට වැඩ කරනවා. දවස් එක හමාරක් විතර එක චාර්ජ් එකකින් වැඩ කරනවා.,ඇත්තටම ගෙවන ගානට වටිනවා මේ watch එක. කිසිම අවුලක් නෑ. හොදට වැඩ කරනවා. දවස් එක හමාරක් විතර එක චාර්ජ් එකකින් වැඩ කරනවා.,"{
('ගෙවන ගානට', 'Price / Value for Money', 'වටිනවා', positive),
(NULL, 'Reliability', 'කිසිම අවුලක් නෑ', positive),
(NULL, 'Performance', 'හොදට වැඩ කරනවා', positive),
(NULL, 'Battery Life', 'දවස් එක හමාරක් විතර එක charge එකකින් වැඩ කරනවා', positive)
}",Pure_Sinhala,electronic
43,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,thank you daraz මට දවස් දෙකෙන් ගෙනත් දුන්න thank you සුපිරියක් මේ ගානට මේ ඔරලෝසුව පට්ට වටිනවා හොඳට පැකින් කරලා තියෙනවා බය නැතුව ගන්න මාරම සතුටුයි😊😊😊😊😊😊❤️❤️❤️❤️❤️❤️,thank you daraz මට දවස් දෙකෙන් ගෙනත් දුන්න thank you සුපිරියක් මේ ගානට මේ ඔරලෝසුව පට්ට වටිනවා හොඳට පැකින් කරලා තියෙනවා බය නැතුව ගන්න මාරම සතුටුයි😊😊😊😊😊😊❤️❤️❤️❤️❤️❤️,"{
(NULL, 'Delivery Experience', 'දවස් දෙකෙන් ගෙනත් දුන්න', positive),
('ගානට', 'Price / Value for Money', 'මේ ඔරලෝසුව පට්ට වටිනවා', positive),
(NULL, 'Packaging', 'හොඳට පැකින් කරලා තියෙනවා', positive),
(NULL, 'Overall Satisfaction', 'බය නැතුව ගන්න. මාරම සතුටුයි 😊❤️', positive)
}",Pure_Sinhala,electronic
44,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",4,aththatama meka hodayi hithuwata wada ikmanata awa supiri😀😀🤑,ඇත්තටම මේක හොදයි හිතුවට වැඩ ඉක්මනට අව සුපිරි😀😀🤑,"{
(NULL, 'Overall Satisfaction', 'ඇත්තටම මේක හොදයි', positive),
(NULL, 'Delivery Experience', 'ඉක්මනට ආව', positive),
(NULL, 'Overall Satisfaction', 'සුපිරි 😀😀🤑', positive)
}",Sinhala_in_English,electronic
45,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,supiriyi. davas thunen gedarata watch eka ava.battery life ekath hodayi. good selling. thank you daraz.😁😁😁😁,සුපිරියි. දවස් තුනෙන් ගෙදරට වට්ච් එක අව.බට්ටේර්ය් ලිෆේ එකත් හොදයි. ගූඩ් සෙල්ලින්ග්. තැනක් යෞ දරළ්.😁😁😁😁,"{
(NULL, 'Overall Satisfaction', 'සුපිරියි', positive),
(NULL, 'Delivery Experience', 'දවස් තුනෙන් ගෙදරට වට්ච් එක ආව', positive),
(NULL, 'Battery Life', 'battery life එකත් හොදයි', positive),
('seller', 'Overall Satisfaction', 'good selling', positive)
}",Sinhala_in_English,electronic
46,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,mekanam supiriyak bayanathuwa ganna man oder kara supiri watch akak gane hatiyata nam watinawa godak thanks daraz 💙meka oder kare 2023/11/5 awe 2023/11/7 patta ikman delivery service aka nam supiri seller service akath godak hodai man meka gaththe hena bayen habai hithuwatath wada hodai watch aka,මේකනම් සුපිරියක් බයනතුව ගන්න මන් ඔදෙර් කර සුපිරි වට්ච් අකක් ගැනේ හැටියට නම් වටිනවා ගොඩක් තැන්ක්ස් දරළ් 💙මේක ඔදෙර් කරේ 2023/11/5 අවේ 2023/11/7 පට්ට ඉක්මන් දෙලිවෙර්ය් service aka nam supiri seller service akath godak hodai man meka gaththe hena bayen habai hithuwatath wada hodai watch aka,"{
(NULL, 'Overall Satisfaction', 'මේකනම් සුපිරියක්. බයනතුව ගන්න', positive),
('ගානේ හැටියට', 'Price / Value for Money', 'වටිනවා', positive),
(NULL, 'Delivery Experience', '2023/11/5 order කරේ 2023/11/7 ආවේ. පට්ට ඉක්මන් delivery service', positive),
('seller service', 'Overall Satisfaction', 'seller service එකත් ගොඩක් හොදයි', positive),
('watch එක', 'Overall Satisfaction', 'හිතුවටත් වඩා හොදයි', positive)
}",Sinhala_in_English,electronic
47,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,මේක සුපිරි..❤️‍🩹🔥 බය නැතුව ගන්න හැමෝම..මේ ගානට මේක ගෙන කියන්න ආය වචන නෑ..💸🫶🤍,මේක සුපිරි..❤️‍🩹🔥 බය නැතුව ගන්න හැමෝම..මේ ගානට මේක ගෙන කියන්න ආය වචන නෑ..💸🫶🤍,"{
(NULL, 'Overall Satisfaction', 'මේක සුපිරි ❤️‍🩹🔥. බය නැතුව ගන්න හැමෝම', positive),
('ගානට', 'Price / Value for Money', 'මේ ගානට මේක ගෙන කියන්න ආය වචන නෑ', positive)
}",Pure_Sinhala,electronic
48,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,දවස් 3න් ආව.ගෙවන ගානටනන් නියමයි ❤️‍🔥 ඒත් volume වැඩි කරාම speaker එක noisy වෙනව,දවස් 3න් ආව.ගෙවන ගානටනන් නියමයි ❤️‍🔥 ඒත් volume වැඩි කරාම speaker එක noisy වෙනව,"{
(NULL, 'Delivery Experience', 'දවස් 3න් ආව', positive),
(NULL, 'Price / Value for Money', 'නියමයි ❤️‍🔥', positive),
('speaker එක', 'Audio Quality', 'volume වැඩි කරාම noisy වෙනව', negative)
}",Pure_Sinhala,electronic
49,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,ඉල්ලපු පාට නෙවේ ආවේ..කොහොමද මාරූ කරන්නේ?මං ඉල්ලුවේ gray.... හරියට බලලා පාට එවන්න ඔනේනේ...අපි කැමති පාට අපි ඕඩර් කරන්නේ අපිට ඒක ඔනේ නිසානේ...,ඉල්ලපු පාට නෙවේ ආවේ..කොහොමද මාරූ කරන්නේ?මං ඉල්ලුවේ gray.... හරියට බලලා පාට එවන්න ඔනේනේ...අපි කැමති පාට අපි ඕඩර් කරන්නේ අපිට ඒක ඔනේ නිසානේ...,"{
(NULL, 'Overall Satisfaction', 'ඉල්ලපු පාට නෙවේ ආවේ. මං ඉල්ලුවේ gray.හරියට බලලා පාට එවන්න ඔනේ',', negative),
('gray', 'Product Quality', 'මං ඉල්ලුවේ gray', neutral),
(NULL, 'Product Quality', 'හරියට බලලා පාට එවන්න ඔනේ', negative),
(NULL, 'Overall Satisfaction', 'අපි කැමති පාට අපි order කරන්නේ අපිට ඒක ඔනේ නිසා', negative)
}",Pure_Sinhala,electronic
50,Smart Watch T900 Ultra 49mm Big 2.09 inch 2023 Smart watch Series 8 Reloj inteligence Heart rate BT Call T900 Ultra Smart watch,"Rs. 3,000",5,super nice ඇතටම නියමයි කියන්න වචන නැ,super nice ඇතටම නියමයි කියන්න වචන නැ,"{ (NULL, 'Overall Satisfaction', 'super nice ඇතටම නියමයි කියන්න වචන නැ', positive) }",Pure_Sinhala,electronic