sentence_id,product_name,price,rating,review,cleaned_review,aspect_sentiment_anotation,review_type,category
98,Women's Crossbody Shoulder Bag Student Shoulder Bag Canvas Bag ins hip hop Girl Canvas Bag Women Messenger Bag,"Rs. 2,942",5,ඇත්තටම හරිම ලස්සනයි.. තෑන්ක් යූ😍😍❤❤,ඇත්තටම හරිම ලස්සනයි.. තෑන්ක් යූ😍😍❤❤,"{
(NULL, 'Appearance', 'හරිම ලස්සනයි', positive),
(NULL, 'Overall Satisfaction', 'තෑන්ක් යූ', positive)
}",Pure_Sinhala,fashion
99,Women's Crossbody Shoulder Bag Student Shoulder Bag Canvas Bag ins hip hop Girl Canvas Bag Women Messenger Bag,"Rs. 2,942",4,සුපිරි.. තැන්ක්ස්,සුපිරි.. තැන්ක්ස්,"{
(NULL, 'Overall Satisfaction', 'සුපෙර්බ්', positive)
}",Pure_Sinhala,fashion
100,Cute Ladies Hand Bags - Fashionable Shoulder Bags - Hand Bag for Girl - Hand Bag for Women - Woman Handbags,"Rs. 2,690",5,හරිම cute අනේ බෑග් ඒක.. i love it...,හරිම cute අනේ බෑග් ඒක.. i love it...,"{
(NULL, 'Appearance', 'හරිම cute', positive),
(NULL, 'Overall Satisfaction', 'i love it', positive)
}",Pure_Sinhala,fashion
101,Cute Ladies Hand Bags - Fashionable Shoulder Bags - Hand Bag for Girl - Hand Bag for Women - Woman Handbags,"Rs. 2,690",5,"වාව් ලස්සන බෑග් එකක්, මම මේකට ආසයි 😍 කිසිම ඩැමේජ් එකක් නැහැ 😊 දෙවි පිහිටයි","වාව් ලස්සන බෑග් එකක්, මම මේකට ආසයි 😍 කිසිම ඩැමේජ් එකක් නැහැ 😊 දෙවි පිහිටයි","{
('බෑග් එකක්', 'Appearance', 'ලස්සන', positive),
(NULL, 'Overall Satisfaction', 'මම මේකට ආසයි', positive),
(NULL, 'Product Quality', 'කිසිම ඩැමේජ් එකක් නැහැ', positive)
}",Pure_Sinhala,fashion
102,Cute Ladies Hand Bags - Fashionable Shoulder Bags - Hand Bag for Girl - Hand Bag for Women - Woman Handbags,"Rs. 2,690",1,Me bag 1 hari na...pati 2 th kotai...,මේ බග් 1 හරි න...පටි 2 ත් කොටි...,"{
(NULL, 'Overall Satisfaction', 'හරි න', negative),
('පටි 2 ත්', 'Hardware Quality', 'කොටි', negative)
}",Sinhala_in_English,fashion
103,Free Water Bottle with AquaTrend Shoulder Bag Women's Shoulder Bags Fashion Girls Handbag Casual Formal Women's Shoulder Bags Fashion Girls Handbag Casual Formal Large Bag Zipper Big Compartment,"Rs. 4,500",5,wooow,වූඔව්,"{
(NULL, 'Overall Satisfaction', 'වූඔව්', positive)
}",Sinhala_in_English,fashion
104,Free Water Bottle with AquaTrend Shoulder Bag Women's Shoulder Bags Fashion Girls Handbag Casual Formal Women's Shoulder Bags Fashion Girls Handbag Casual Formal Large Bag Zipper Big Compartment,"Rs. 4,500",1,"ගන්න එපා, ගැලපෙන නූල් වලින් වත් මහලා නෑ,","ගන්න එපා, ගැලපෙන නූල් වලින් වත් මහලා නෑ,","{
(NULL, 'Overall Satisfaction', 'ගන්න එපා', negative),
('නූල් වලින්', 'Stitching & Seams Quality', 'මහලා නෑ', negative)
}",Pure_Sinhala,fashion
105,Cute Ladies Hand Bags with Twisted Strips - Fashionable Shoulder Bags - Hand Bag for Girl - Hand Bag for Women - Woman Handbags,"Rs. 2,850",5,color wenas,චොලෝර් වෙනස්,"{
('චොලෝර්', 'Color Accuracy', 'වෙනස්', negative)
}",Sinhala_in_English,fashion
106,Girls Corduroy Messenger Bag Canvas Small Bag Japanese Harajuku Student Shoulder Bag Travel Handbag,"Rs. 3,386",5,බොහොම ස්තූතියි. මම මේ බෑග් එකට කැමතියි.❤ හොඳ ප්‍රොඩක්ට් එකක්.❤😍,බොහොම ස්තූතියි. මම මේ බෑග් එකට කැමතියි.❤ හොඳ ප්‍රොඩක්ට් එකක්.❤😍,"{
(NULL, 'Overall Satisfaction', 'බොහොම ස්තූතියි', positive),
(NULL, 'Overall Satisfaction', 'කැමතියි', positive),
(NULL, 'Product Quality', 'හොඳ', positive)
}",Sinhala_in_English,fashion
107,Girls Corduroy Messenger Bag Canvas Small Bag Japanese Harajuku Student Shoulder Bag Travel Handbag,"Rs. 3,386",5,harim lassani .harim hurubuti chuti bag ekak,හරිම ලස්සනි .හරිම හුරුබුටි චුටි බග් එකක්,"{
(NULL, 'Appearance', 'හරිම ලස්සනි', positive),
(NULL, 'Appearance', 'හුරුබුටි', positive),
(NULL, 'Size Accuracy', 'චුටි', negative)
}",Sinhala_in_English,fashion
108,Girls Corduroy Messenger Bag Canvas Small Bag Japanese Harajuku Student Shoulder Bag Travel Handbag,"Rs. 3,386",5,harima lassanai 👍♥,හරිම ලස්සනෛ 👍♥,"{
(NULL, 'Appearance', 'හරිම ලස්සනෛ', positive)
}",Sinhala_in_English,fashion
109,Girls Corduroy Messenger Bag Canvas Small Bag Japanese Harajuku Student Shoulder Bag Travel Handbag,"Rs. 3,386",1,Hodai eth photo eke widiyata loku nehe godak podi,හොදි එත් ෆොටෝ එකේ විදියට ලොකු නෙහෙ ගොඩක් පොඩි,"{
(NULL, 'Overall Satisfaction', 'හොදි', positive),
(NULL, 'Product-Image Consistency', 'ෆොටෝ එකේ විදියට ලොකු නෙහෙ', negative),
(NULL, 'Size Accuracy', 'ගොඩක් පොඩි', negative)
}",Sinhala_in_English,fashion
110,Girls Corduroy Messenger Bag Canvas Small Bag Japanese Harajuku Student Shoulder Bag Travel Handbag,"Rs. 3,386",1,Godak podine meka hithapu tharam loku na,ගොඩක් පොදිනේ මේක හිතපු තරම් ලොකු න,"{
(NULL, 'Size Accuracy', 'ගොඩක් පොදිනේ', negative),
(NULL, 'Size Accuracy', 'හිතපු තරම් ලොකු න', negative)
}",Sinhala_in_English,fashion
111,Girls Corduroy Messenger Bag Canvas Small Bag Japanese Harajuku Student Shoulder Bag Travel Handbag,"Rs. 3,386",2,godak podi bag ekak..unsatisfied,ගොඩක් පොඩි බග් එකක්..උන්සතිස්ෆිඑද්,"{
(NULL, 'Size Accuracy', 'ගොඩක් පොඩි', negative),
(NULL, 'Overall Satisfaction', 'උන්සතිස්ෆිඑද්', negative)
}",Sinhala_in_English,fashion
112,Free Water Bottle with AquaTrend Shoulder Bag Women's Shoulder Bags Fashion Girls Handbag Casual Formal Women's Shoulder Bags Fashion Girls Handbag Casual Formal Large Bag Zipper Big Compartment,"Rs. 2,500",5,wooow,වූඔව්,"{
(NULL, 'Overall Satisfaction', 'වූඔව්', positive)
}",Sinhala_in_English,fashion
113,Free Water Bottle with AquaTrend Shoulder Bag Women's Shoulder Bags Fashion Girls Handbag Casual Formal Women's Shoulder Bags Fashion Girls Handbag Casual Formal Large Bag Zipper Big Compartment,"Rs. 2,500",1,"ගන්න එපා, ගැලපෙන නූල් වලින් වත් මහලා නෑ,","ගන්න එපා, ගැලපෙන නූල් වලින් වත් මහලා නෑ,","{
(NULL, 'Overall Satisfaction', 'ගන්න එපා', negative),
('නූල් වලින්', 'Stitching & Seams Quality', 'මහලා නෑ', negative)
}",Pure_Sinhala,fashion
114,"Adult sneakers, women's light running shoes, net shoes, comfortable soft soled sneakers, women's breathable","Rs. 6,350",5,ඒක හරිම කන්ෆටබල් මාරම ලස්සනයි මේ ගානට පාඩු නෑ ඉක්මනින් ඩිලිවත් කරා මම ගත්ත සයිස් එක 40,ඒක හරිම කන්ෆටබල් මාරම ලස්සනයි මේ ගානට පාඩු නෑ ඉක්මනින් ඩිලිවත් කරා මම ගත්ත සයිස් එක 40,"{
(NULL, 'Comfort', 'හරිම කන්ෆටබල්', positive),
(NULL, 'Appearance', 'මාරම ලස්සනයි', positive),
('මේ ගානට', 'Price / Value for Money', 'පාඩු නෑ', positive),
(NULL, 'Delivery', 'ඉක්මනින් ඩිලිවත් කරා', positive),
('සයිස් එක 40', 'Size Accuracy', 'ගත්ත සයිස් එක', positive)
}",Pure_Sinhala,fashion
115,"Adult sneakers, women's light running shoes, net shoes, comfortable soft soled sneakers, women's breathable","Rs. 6,350",5,E dokshoo දෙක නම් මාර ලස්ස අයි 🌸🤍 ඔනි කෙනෙක් බය නැතුම් ගන්න 🌿🌼🪻,E dokshoo දෙක නම් මාර ලස්ස අයි 🌸🤍 ඔනි කෙනෙක් බය නැතුම් ගන්න 🌿🌼🪻,"{
(NULL, 'Appearance', 'මාර ලස්ස අයි', positive),
(NULL, 'Overall Satisfaction', 'බය නැතුම් ගන්න', positive)
}",Pure_Sinhala,fashion
116,"Adult sneakers, women's light running shoes, net shoes, comfortable soft soled sneakers, women's breathable","Rs. 6,350",5,ගොඩාක් හොඳයි සපත්තු දෙක,ගොඩාක් හොඳයි සපත්තු දෙක,"{
(NULL, 'Overall Satisfaction', 'ගොඩාක් හොඳයි', positive)
}",Pure_Sinhala,fashion
117,"Adult sneakers, women's light running shoes, net shoes, comfortable soft soled sneakers, women's breathable","Rs. 6,350",5,shoes deka hodai. e ganata padu na.👍,ශෝඑස් දෙක හොදි. ඒ ගානට පාඩු න.👍,"{
(NULL, 'Overall Satisfaction', 'හොදි', positive),
('ඒ ගානට', 'Price / Value for Money', 'පාඩු න', positive)
}",Sinhala_in_English,fashion
118,"Adult sneakers, women's light running shoes, net shoes, comfortable soft soled sneakers, women's breathable","Rs. 6,350",5,super quality.no words to explain,සුපෙර් කුඅලිත්ය.නො වොර්ඩ්ස් ටො එෂ්ප්ලෛන්,"{
(NULL, 'Material Quality', 'සුපෙර් කුඅලිත්ය', positive),
(NULL, 'Overall Satisfaction', 'නො වොර්ඩ්ස් ටො එෂ්ප්ලෛන්', positive)
}",Sinhala_in_English,fashion
119,"Adult sneakers, women's light running shoes, net shoes, comfortable soft soled sneakers, women's breathable","Rs. 6,350",5,කොලිටිය හොඳයි.,කොලිටිය හොඳයි.,"{
(NULL, 'Material Quality', 'කොලිටිය හොඳයි', positive)
}",Code_Mixed,fashion
120,"Adult sneakers, women's light running shoes, net shoes, comfortable soft soled sneakers, women's breathable","Rs. 6,350",5,ඇත්තටම නයිස්... තැන්ක් යූ දරාස්,ඇත්තටම නයිස්... තැන්ක් යූ දරාස්,"{
(NULL, 'Appearance', 'ඇත්තටම නයිස්', positive)
}",Pure_Sinhala,fashion
121,"Adult sneakers, women's light running shoes, net shoes, comfortable soft soled sneakers, women's breathable","Rs. 6,350",5,සුපිරි 👌,සුපිරි 👌,"{
(NULL, 'Overall Satisfaction', 'සුපිරි', positive)
}",Pure_Sinhala,fashion
122,"Adult sneakers, women's light running shoes, net shoes, comfortable soft soled sneakers, women's breathable","Rs. 6,350",5,නයිස්,නයිස්,"{
(NULL, 'Overall Satisfaction', 'නයිස්', positive)
}",Sinhala_in_English,fashion
123,DSI SUPERSPORT BOYS SHOES BLACK,"Rs. 3,099",5,makanam supiriyak  thank you daraz,මකනම් සුපිරියක්  තැනක් යෞ දරළ්,"{
(NULL, 'Overall Satisfaction', 'සුපිරියක්', positive)
}",Sinhala_in_English,fashion
124,DSI SUPERSPORT BOYS SHOES BLACK,"Rs. 3,099",5,හොඳයි... ස්තූතියි.,හොඳයි... ස්තූතියි.,"{
(NULL, 'Product Quality', 'හොඳයි', positive),
(NULL, 'Overall Satisfaction', 'ස්තූතියි', positive)
}",Pure_Sinhala,fashion
125,DSI SUPERSPORT BOYS SHOES BLACK,"Rs. 3,099",5,Good. Ty,ගූඩ්. ත්ය්,"{
(NULL, 'Overall Satisfaction', 'ගූඩ්', positive)
}",Sinhala_in_English,fashion
126,Samsons Men Pumps Shoes Black,"Rs. 1,899",5,"ඕනෑ ම රබර් සපත්තු ජෝඩුවක් කකුලට ගානට ෆිට් වෙන්න ඒත් එක්කම අමාරුවක් නැතිව දාන්න නම් අඩුම ගානේ නො 2 කින් වත් වැඩිපුර ඉඩ තියලා ගන්න.මගේ කකුලේ size එක 8 ඒත් මං ගත්තේ 10. කකුලට කිසිම අමාරුවක් නෑ. හරිම පහසුයි. size එක ලොකු වුණා කියලා සපත්තු දෙක ගැලවෙන්නේ ත් නෑ. රබර් සපත්තු වලින් එන ගඳ සාපේක්ෂව මේකේ ටිකක් අඩුයි. ඒත් නැත්තෙමත් නෑ. අඩිය ට දාලා තියෙන කහ පාට කූෂන් පැඩ් එක ගැලවෙනවා ටික දවසක් යද්දි. එක ගලවලා ගම් ගාල අලවන්න වුණා ඒ හන්ද. වෙන නම් අවුලක් නෑ දැනට. පොදු ප්‍රවාහන ය ,bike පාවිච්චි කරන අයට මේ සපත්තු දෙක නියමයි. මඩ ඔයිල් දූවිලි පොඩි රෙද්දක් තෙමලා පිහිදපු ගමන් අලුතෙන් ගත්ත වගේ. වෙන රබර් සපත්තු වලට වඩා DSI එකේ quality එකක් තියෙනවා.","ඕනෑ ම රබර් සපත්තු ජෝඩුවක් කකුලට ගානට ෆිට් වෙන්න ඒත් එක්කම අමාරුවක් නැතිව දාන්න නම් අඩුම ගානේ නො 2 කින් වත් වැඩිපුර ඉඩ තියලා ගන්න.මගේ කකුලේ size එක 8 ඒත් මං ගත්තේ 10. කකුලට කිසිම අමාරුවක් නෑ. හරිම පහසුයි. size එක ලොකු වුණා කියලා සපත්තු දෙක ගැලවෙන්නේ ත් නෑ. රබර් සපත්තු වලින් එන ගඳ සාපේක්ෂව මේකේ ටිකක් අඩුයි. ඒත් නැත්තෙමත් නෑ. අඩිය ට දාලා තියෙන කහ පාට කූෂන් පැඩ් එක ගැලවෙනවා ටික දවසක් යද්දි. එක ගලවලා ගම් ගාල අලවන්න වුණා ඒ හන්ද. වෙන නම් අවුලක් නෑ දැනට. පොදු ප්‍රවාහන ය ,bike පාවිච්චි කරන අයට මේ සපත්තු දෙක නියමයි. මඩ ඔයිල් දූවිලි පොඩි රෙද්දක් තෙමලා පිහිදපු ගමන් අලුතෙන් ගත්ත වගේ. වෙන රබර් සපත්තු වලට වඩා DSI එකේ quality එකක් තියෙනවා.","{
(NULL, 'Fit', 'ගානට ෆිට් වෙන්න', positive),
(NULL, 'Comfort', 'කිසිම අමාරුවක් නෑ. හරිම පහසුයි', positive),
('අඩිය ට දාලා තියෙන කහ පාට කූෂන් පැඩ් එක', 'Construction Quality', 'ගැලවෙනවා', negative),
(NULL, 'Material Quality', 'quality එකක් තියෙනවා', positive)
}",Pure_Sinhala,fashion
127,Fashion Shoes Sneakers for Men & Women,"Rs. 6,500",5,කියන්න වරදක් නෑ comfortable සුපිරියි 💕 highly recommend.,කියන්න වරදක් නෑ comfortable සුපිරියි 💕 highly recommend.,"{
(NULL, 'Overall Satisfaction', 'කියන්න වරදක් නෑ', positive),
(NULL, 'Comfort', 'comfortable', positive),
(NULL, 'Overall Satisfaction', 'සුපිරියි', positive),
(NULL, 'Overall Satisfaction', 'highly recommend', positive)
}",Pure_Sinhala,fashion
128,Fashion Shoes Sneakers for Men & Women,"Rs. 6,500",5,වැඩක්ම නැහැ 😡😡😡,වැඩක්ම නැහැ 😡😡😡,"{
(NULL, 'Overall Satisfaction', 'වැඩක්ම නැහැ', negative)
}",Pure_Sinhala,fashion
129,Fashion Shoes Sneakers for Men & Women,"Rs. 6,500",5,Recived,රෙචිවෙඩ්,"{
(NULL, 'Delivery', 'රෙචිවෙඩ්', positive)
}",Sinhala_in_English,fashion
130,White Sneakers Man Vulcanized Sneakers Male Comfortable High Top Shoes Men Autumn Spring 2022 Fashion Mens Shoes Vulcanize Shoes,"Rs. 27,328",5,මෙකනම් සුපිරියක් තමයි මගෙ කකුලෙ ගානටම තිබ්බා ආයෙ කතා දෙකක් නැ,මෙකනම් සුපිරියක් තමයි මගෙ කකුලෙ ගානටම තිබ්බා ආයෙ කතා දෙකක් නැ,"{
(NULL, 'Overall Satisfaction', 'සුපිරියක්', positive),
('කකුලෙ ගානටම', 'Fit', 'තිබ්බා', positive)
}",Pure_Sinhala,fashion
131,White Sneakers Man Vulcanized Sneakers Male Comfortable High Top Shoes Men Autumn Spring 2022 Fashion Mens Shoes Vulcanize Shoes,"Rs. 27,328",5,this is a good shoe. මේක සුපිරිම සපත්තුවක් බය නැතුව ගන්න හොදම collity එකක් එවලා තිබ්බා.. thank you daraz සෙල්ලෙර්ස්... ❤️❤️❤️,this is a good shoe. මේක සුපිරිම සපත්තුවක් බය නැතුව ගන්න හොදම collity එකක් එවලා තිබ්බා.. thank you daraz සෙල්ලෙර්ස්... ❤️❤️❤️,"{
(NULL, 'Overall Satisfaction', 'good shoe', positive),
(NULL, 'Overall Satisfaction', 'සුපිරිම සපත්තුවක්', positive),
(NULL, 'Material Quality', 'හොදම collity', positive)
}",Pure_Sinhala,fashion
132,White Sneakers Man Vulcanized Sneakers Male Comfortable High Top Shoes Men Autumn Spring 2022 Fashion Mens Shoes Vulcanize Shoes,"Rs. 27,328",5,lassanai godak eka,ලස්සනෛ ගොඩක් එක,"{
(NULL, 'Appearance', 'ලස්සනෛ ගොඩක්', positive)
}",Sinhala_in_English,fashion
133,White Sneakers Man Vulcanized Sneakers Male Comfortable High Top Shoes Men Autumn Spring 2022 Fashion Mens Shoes Vulcanize Shoes,"Rs. 27,328",5,පට්ටම කොලිටි. නියමයි❤️‍🔥😍,පට්ටම කොලිටි. නියමයි❤️‍🔥😍,"{
(NULL, 'Material Quality', 'පට්ටම කොලිටි', positive),
(NULL, 'Overall Satisfaction', 'නියමයි', positive)
}",Pure_Sinhala,fashion
134,New Spring Soft Sole Running for Men,"Rs. 15,967",5,thank you darz..ගොඩක් හොදයි බය නැතුව ගන්න.එලටම තියෙනවා..,thank you darz..ගොඩක් හොදයි බය නැතුව ගන්න.එලටම තියෙනවා..,"{
(NULL, 'Overall Satisfaction', 'ගොඩක් හොදයි', positive),
(NULL, 'Overall Satisfaction', 'එලටම තියෙනවා', positive)
}",Pure_Sinhala,fashion
135,New Spring Soft Sole Running for Men,"Rs. 15,967",5,මම මෙ oder එකට retern request එකක් ද්ඇම්ම මට එක හැකි ඉක්මනින් අවලන්ගු කරගන්න ඕනි.,මම මෙ oder එකට retern request එකක් ද්ඇම්ම මට එක හැකි ඉක්මනින් අවලන්ගු කරගන්න ඕනි.,"{
(NULL, 'Overall Satisfaction', 'retern request එකක් ද්ඇම්ම', negative)
}",Pure_Sinhala,fashion
136,New Spring Soft Sole Running for Men,"Rs. 15,967",5,Supiri meka ganna kisi prshyak na habyi harima pata newi ee unta ekth lassni good...,සුපිරි මේක ගන්න කිසි ප්ර්ශ්යක් න හැබයි හරිම පට නෙවි ඊ උන්ට එකත් ලස්ස්නි ගූඩ්...,"{
(NULL, 'Overall Satisfaction', 'කිසි ප්ර්ශ්යක් න', positive),
('පට', 'Color Accuracy', 'හරිම පට නෙවි', negative),
(NULL, 'Appearance', 'ලස්ස්නි', positive),
(NULL, 'Overall Satisfaction', 'ගූඩ්', positive)
}",Sinhala_in_English,fashion
137,New Spring Soft Sole Running for Men,"Rs. 15,967",5,හොඳයි අවුලක් නෑ .හොදට තියෙනවා.,හොඳයි අවුලක් නෑ .හොදට තියෙනවා.,"{
(NULL, 'Overall Satisfaction', 'හොඳයි', positive),
(NULL, 'Overall Satisfaction', 'හොදට තියෙනවා', positive)
}",Pure_Sinhala,fashion
138,New Spring Soft Sole Running for Men,"Rs. 15,967",5,සුපිරි 👍 ගෙන්නන්න වටිනවා,සුපිරි 👍 ගෙන්නන්න වටිනවා,"{
(NULL, 'Overall Satisfaction', 'සුපිරි', positive),
(NULL, 'Price / Value for Money', 'ගෙන්නන්න වටිනවා', positive)
}",Pure_Sinhala,fashion
139,New Spring Soft Sole Running for Men,"Rs. 15,967",5,pettah wala 3000/= thibba,පෙට්ටැහැ වල 3000/= තිබ්බ,"{
(NULL, 'Price / Value for Money', 'පෙට්ටැහැ වල 3000/= තිබ්බ', neutral)
}",Sinhala_in_English,fashion
140,New Spring Soft Sole Running for Men,"Rs. 15,967",5,supiriyt thibba,සුපිරිය්ට් තිබ්බ,"{
(NULL, 'Overall Satisfaction', 'සුපිරිය්ට් තිබ්බ', positive)
}",Sinhala_in_English,fashion
141,New Spring Soft Sole Running for Men,"Rs. 15,967",2,appo wedakma ne    sathiyai   use kare,අප්පෝ වෙදකම නේ    සතියි   උසේ කරේ,"{
(NULL, 'Durability', 'සතියි උසේ කරේ', negative),
(NULL, 'Overall Satisfaction', 'අප්පෝ වෙදකම නේ', negative)
}",Sinhala_in_English,fashion
142,Running canvas shoes men's tide Boys shoes spring new leisure sports shoes,"Rs. 14,288",5,ammo me deka maarai super වැඩ්ක් නැ kiyl බොරු dann epa hoda de agayann පුරුදු wenn lassanai meka,ammo me deka maarai super වැඩ්ක් නැ kiyl බොරු dann epa hoda de agayann පුරුදු wenn lassanai meka,"{
(NULL, 'Overall Satisfaction', 'maarai super', positive),
(NULL, 'Appearance', 'lassanai', positive)
}",Pure_Sinhala,fashion
143,Running canvas shoes men's tide Boys shoes spring new leisure sports shoes,"Rs. 14,288",5,mee ganata watinwa 😌😌,මී ගානට වටිනවා 😌😌,"{
('මී ගානට', 'Price / Value for Money', 'වටිනවා', positive)
}",Sinhala_in_English,fashion
144,Running canvas shoes men's tide Boys shoes spring new leisure sports shoes,"Rs. 14,288",5,කිසිම වැඩක් නැ.චාටර්,කිසිම වැඩක් නැ.චාටර්,"{
(NULL, 'Overall Satisfaction', 'වැඩක් නැ', negative),
(NULL, 'Overall Satisfaction', 'චාටර්', negative)
}",Pure_Sinhala,fashion
145,Running canvas shoes men's tide Boys shoes spring new leisure sports shoes,"Rs. 14,288",1,වැඩක් නැ ගන්න එපා,වැඩක් නැ ගන්න එපා,"{
(NULL, 'Overall Satisfaction', 'වැඩක් නැ ගන්න එපා', negative)
}",Pure_Sinhala,fashion
146,Running canvas shoes men's tide Boys shoes spring new leisure sports shoes,"Rs. 14,288",1,"meka ganna epa.shoes deke feet,4to eke wage naha.anika sathi dekakin withara adiya hil una.kawuruth ganna epa me deka.",මේක ගන්න එපා.ශෝඑස් දෙකේ ෆීට්,"{ (NULL, 'Overall Satisfaction', 'ගන්න එපා', negative), ('ෆීට්', 'Fit', 'NULL', neutral) }",Sinhala_in_English,fashion
147,Running canvas shoes men's tide Boys shoes spring new leisure sports shoes,"Rs. 14,288",2,මේකේ තියන පෙනුම තරම් කොලිටි හොඳ නැහැ. හරිම සැහැල්ලුයි ඒ වගේම ශක්තිමත් භාවයෙන් ඉතාමත් අඩුයි. කියන පෙනුම තරමට හොඳ දෙයක් නෙමේ,මේකේ තියන පෙනුම තරම් කොලිටි හොඳ නැහැ. හරිම සැහැල්ලුයි ඒ වගේම ශක්තිමත් භාවයෙන් ඉතාමත් අඩුයි. කියන පෙනුම තරමට හොඳ දෙයක් නෙමේ,"{
(NULL, 'Material Quality', 'කොලිටි හොඳ නැහැ', negative),
(NULL, 'Weight', 'හරිම සැහැල්ලුයි', positive),
('ශක්තිමත් භාවයෙන්', 'Durability', 'ඉතාමත් අඩුයි', negative),
('පෙනුම තරමට', 'Appearance', 'හොඳ දෙයක් නෙමේ', negative)
}",Pure_Sinhala,fashion
148,Ankle Sneakers for men Casual Boys Shoes,"Rs. 7,500",5,පට්ටම සුපිරි සපත්තු දෙකක් හැබැයි ඇවිදිනවනම් පොඩ්ඩක් පුරුදු වෙන්න වෙනවා 😜🤣 ගෙනල්ල දුන්න කෙනත් හොද කරුණාවන්ත කෙනෙක් ඉක්මනට order එකත් ආවා සපත්තු දෙකත් quality,පට්ටම සුපිරි සපත්තු දෙකක් හැබැයි ඇවිදිනවනම් පොඩ්ඩක් පුරුදු වෙන්න වෙනවා 😜🤣 ගෙනල්ල දුන්න කෙනත් හොද කරුණාවන්ත කෙනෙක් ඉක්මනට order එකත් ආවා සපත්තු දෙකත් quality,"{
(NULL, 'Overall Satisfaction', 'පට්ටම සුපිරි', positive),
(NULL, 'Comfort', 'ඇවිදිනවනම් පොඩ්ඩක් පුරුදු වෙන්න වෙනවා', negative),
(NULL, 'Delivery', 'ඉක්මනට order එකත් ආවා', positive),
(NULL, 'Material Quality', 'quality', positive)
}",Pure_Sinhala,fashion
149,Ankle Sneakers for men Casual Boys Shoes,"Rs. 7,500",5,"👍👍සුපිරි  පාවිච්චි කරන්ට පුලුවන් .. big  ෆොල්ඩ් අදින කට්ටියට,නම් සුපිරි..","👍👍සුපිරි  පාවිච්චි කරන්ට පුලුවන් .. big  ෆොල්ඩ් අදින කට්ටියට,නම් සුපිරි..","{
(NULL, 'Overall Satisfaction', 'සුපිරි', positive),
(NULL, 'Ease of Use', 'පාවිච්චි කරන්ට පුලුවන්', positive)
}",Pure_Sinhala,fashion
150,Spring Men's Shoes Summer Breathable Mesh 2025 Sports Running Leisure Increased Summer Dad Fashion Shoes,"Rs. 8,999",5,හරිම සයිස් එකෙන් ආවා කොලිටියට තියෙනවා පොටෝ එකේ තියෙනවා වගේම❤️,හරිම සයිස් එකෙන් ආවා කොලිටියට තියෙනවා පොටෝ එකේ තියෙනවා වගේම❤️,"{
('සයිස් එකෙන්', 'Size Accuracy', 'හරිම', positive),
(NULL, 'Material Quality', 'කොලිටියට තියෙනවා', positive),
('පොටෝ එකේ', 'Product-Image Consistency', 'තියෙනවා වගේම', positive)
}",Pure_Sinhala,fashion
151,New fashion canvas tide bishoes fly woven men's running shoes casual sports boys shoes,"Rs. 11,327",5,ඇත්තටම ගොඩක් හොඳ සපත්තු දෙකක්.Recommended❤️,ඇත්තටම ගොඩක් හොඳ සපත්තු දෙකක්.Recommended❤️,"{
(NULL, 'Overall Satisfaction', 'ගොඩක් හොඳ', positive),
(NULL, 'Overall Satisfaction', 'Recommended', positive)
}",Pure_Sinhala,fashion
152,New fashion canvas tide bishoes fly woven men's running shoes casual sports boys shoes,"Rs. 11,327",5,හොඳ ප්‍රොඩක්ට් එකක්,හොඳ ප්‍රොඩක්ට් එකක්,"{
(NULL, 'Product Quality', 'හොඳ ප්‍රොඩක්ට් එකක්', positive)
}",Sinhala_in_English,fashion